seller_id,seller_gmv_brl,seller_orders,avg_delivery_days,avg_review_score
1da366cade6d8276e7d8beea7af5d4bf,8673.73,43,17.41,3.94
1127b7f2594683f2510f1c2c834a486b,8673.04,114,10.25,4.09
ececbfcff9804a2d6b40f589df8eef2b,8661.06,98,13.07,4.12
2c9e548be18521d1c43cde1c582c6de8,8603.05,126,13.73,3.92
3bb548e3cb7f70f28e3f11ee9dce0e59,8586.81,46,10.68,3.98
058fd0aa2bfdb2274e05e1ae971dabb6,8555.8,61,10.22,4.39
a420f60ff1aa9acc80d0e42959f2b313,8543.27,67,11.35,3.93
cc63f0dd2acba93ffed4fe9f8e0321fa,8496.68,55,9.02,4.05
42bde9fef835393bb8a8849cb6b7f245,8487.84,35,9.83,4.2
4aba391bc3b88717ce08eb11e44937b2,8435.21,29,16.73,3.9
282f23a9769b2690c5dda22e316f9941,8386.96,99,11.21,4.3
6a51fc556dab5f766ced6fbc860bc613,8370.25,26,15.2,3.94
381c83fdca332ea6afd896da20bf6e4a,8355.01,46,12.69,4.39
e2aee0892199b1d92530e371abd825bf,8317.29,38,14.99,3.8
aced59e9b31ef866a94f9e7f29d8d418,8315.8,61,9.67,4.45
34056b8b55c1775a22af2331670a799c,8229.89,78,12.93,4.0
6a8b085f816a1f75f92dbac6eb545f8f,8196.96,127,14.37,4.13
e0a366315b1b726b6c7832d664c0f530,8145.17,43,7.46,4.33
cee48807215b30a12ca2ca10ffb5f250,8125.52,39,23.41,3.7
b14db04aa7881970e83ffa9426897925,8123.95,83,15.62,3.76
516e7738bd8f735ac19a010ee5450d8d,8109.32,76,8.78,4.55
b347677812ea483b0f528eaf8cbc09b7,8051.34,21,13.22,4.52
670c26e0f1bf8d0576271d5cfaec6d2b,8035.63,78,13.74,4.31
d13e50eaa47b4cbe9eb81465865d8cfc,8012.84,67,4.97,4.81
11305281b50fff20ae8bb473f8e11876,7973.21,35,14.01,4.35
dee656f0f566ed1aa85bd137c943f08f,7968.67,93,12.48,4.38
f84a00e60c73a49e7e851c9bdca3a5bb,7951.76,90,11.27,3.67
080102cd0a76b09e0dcf55fcacc60e05,7912.71,124,9.72,4.49
58f1a6197ed863543e0136bdedb3fce2,7903.69,44,10.39,4.16
688756f717c462a206ad854c5027a64a,7901.45,83,10.77,3.78
fa1a9dec3a9940c072684a46728bf1fc,7875.71,55,14.59,3.98
bacb1f0ed56ad24198f5810d2b3fe9a5,7833.39,42,9.78,4.08
6b243f80ed07b10f0e8aa0f21a205f3c,7807.4,79,11.02,4.02
d624126b9206f595fb3fbb6ba03b28a8,7768.5,23,10.13,4.33
8c16d1f32a54d92897cc437244442e1b,7754.67,108,10.98,4.33
751bdc4d83a466c7206cd42e8f426b03,7703.74,54,11.12,3.62
dd55f1bb788714a40e7954c3be6df745,7701.18,35,18.75,3.81
376a891762bbdecbc02b4b6adec3fdda,7693.63,57,12.12,4.67
d9bd94811c3338dceb4181f3dbc0c73e,7682.11,54,7.77,4.82
83e197e95a1bbabc8c75e883ed016c47,7680.06,47,10.49,4.75
ff1fb4c404b2efe68b03350a8dc24122,7666.95,46,9.91,4.06
63b464dbf392c7b80d12d932fa7cafed,7662.25,37,13.19,3.69
57e632711dec9ec14ca7546769483e7e,7558.04,62,10.78,4.45
f46490624488d3ff7ce78613913a7711,7550.67,83,10.09,3.46
b19f3ca2ea475913750f25a5c37c8d8f,7549.55,24,18.39,2.79
9616352088dcf83a7c06637f4ebf1c80,7490.57,92,12.48,4.24
3340ef1913fb70d28420f6ceb685c339,7481.55,32,15.51,4.33
e5e33c0d8e7e002f398f5dc4cbbb338f,7477.33,28,11.95,4.34
679769a98cfcc6da877c8486ff1c13f3,7467.39,21,9.54,4.57
ba143b05f0110f0dc71ad71b4466ce92,7453.59,85,10.28,4.42
7dc8c42cc750eeafea6c85712ffee9bf,7445.09,41,8.66,4.26
05d2173d43ea568aa0540eba70d2ca76,7438.93,62,14.65,4.0
5b67882648febfb6e1225e6ad7164f6b,7432.42,27,12.25,4.03
2a261b5b644fa05f4f2700eb93544f2c,7396.73,51,14.46,3.35
0691148aee60ca47977c187804f935ae,7359.45,47,13.01,3.99
6f892e20a171e98efe17fdb971ff319b,7342.86,44,16.76,3.73
40d54b51e962dbe09cabbcfd33298dee,7323.25,30,7.22,3.9
3ade81dab5a172b88e1871c28ae05260,7302.99,30,13.8,4.06
4c03b9dd4c11ee2cb35c96c49efc9420,7302.33,48,10.53,4.11
bd4889b5e9133b35b66e42a8665cea5c,7256.54,36,10.21,4.46
3be634553519fb6536a03e1358e9fdc7,7226.65,83,9.78,3.93
5670f4db5b62c43d542e1b2d56b0cf7c,7212.65,22,8.53,4.41
02f623a8eb246f3c5f7c2f96462654e6,7207.63,44,8.48,4.56
ea67327e24487bdfac5fbfa37ea124df,7180.28,32,8.65,3.56
537eb890efff034a88679788b647c564,7178.9,160,9.12,4.16
91f848e9f4be368f4318775aac733370,7168.16,63,10.34,4.27
4b5f66b7adcf57f1ecc0d3c07dd6b177,7115.96,23,13.6,4.08
e8b4225284fbb02d16f200513f1f395d,7086.13,31,10.22,4.19
b2479f944e1b90cf8a5de1bbfde284d6,6992.22,103,15.44,3.32
b6d44737c043328708f6749c2dbe50bd,6935.2,62,7.91,4.53
e9d99831abad74458942f21e16f33f92,6916.06,130,12.63,3.91
f12ff17ad8bbf01ec5c33b17e506649b,6892.73,29,13.79,3.83
50c9975695009e5e6473912e83a6d1da,6883.95,50,15.21,3.99
0bf0150d5b9d60d9cd2906003332f085,6872.34,39,14.13,3.71
dfc5fb7259bb2b599ca565e6e9448f0f,6845.98,33,14.35,4.12
bba74270a87732727b5a3b4fd9ac1c39,6760.44,36,9.28,3.8
3df020b72d3d44b3af9d110fa3940b65,6749.47,55,12.83,3.95
b4a476fbd28de64b1e347abf9089366a,6735.95,33,11.86,3.76
98dac6635aee4995d501a3972e047414,6675.37,91,8.5,3.88
9baf5cb77970f539089d09a38bcec5c3,6673.4,32,14.81,4.33
f4c4daa86e30c7e5a553a8d518ac03a5,6671.2,20,16.64,3.7
f181738b150df1f37cb0bd72e705b193,6632.75,36,9.14,4.49
4917cee8d902e13428c3ec4b1ca6f315,6621.54,33,18.08,4.16
45ba18c210d42734ec52c0c1c574e9ee,6562.09,38,7.17,3.83
dfa0c4c6229ab200a4a1336b4d7128ff,6544.21,77,9.64,4.01
94e93ce877be27a515118dbfd2c2be41,6542.72,30,13.38,3.94
dbd66278cbfe1aa1000f90a217ca4695,6472.77,85,9.06,4.45
0d85bbda9889ce1f7e63778d24f346eb,6469.7,51,18.32,4.21
23613d49c3ac2bd302259e55c06c050c,6460.76,70,13.89,3.66
7d76b645482be4a332374e8223836592,6431.54,176,13.26,3.93
fc906263ca5083d09dce42fe02247800,6383.28,114,9.35,4.37
709e16e2b25c7474d980076c6bfc4806,6378.86,60,10.46,4.53
e62b2d6ac10570a035a30bafcf01d263,6375.47,62,14.71,3.83
1336efc61c316ddf92c899eb817f7cae,6355.29,74,11.71,3.94
f84fa566034f5e8e880a07ec624c56af,6326.7,91,11.47,4.27
817245bcc3badd82bbd222e0366951a6,6303.08,29,11.01,4.07
9674754b5a0cb32b638cec001178f799,6284.83,86,7.95,4.0
83deb69e889cf80f82be1dc6d5f2d486,6276.65,40,15.74,4.36
afe0067131b73e40875c9b6c10bd2e21,6255.85,46,15.47,4.2
b39d7fe263ef469605dbb32608aee0af,6255.77,44,13.3,3.75
06579cb253ecd5a3a12a9e6eb6bf8f47,6226.61,62,10.96,3.76
23c38debaffe4a25a30fdbd9b586a13f,6216.56,41,11.56,4.3
abcd2cb37d46c2c8fb1bf071c859fc5b,6200.62,45,13.68,4.25
7e3f87d16fb353f408d467e74fbd8014,6193.7,92,12.56,4.13
575df70bde3f9f2b30bf8d2e9910d725,6163.42,27,13.31,4.12
1bb2bdb95f4841f1bba2c0d2cd83d3c9,6149.27,81,12.31,4.58
0cbcee27c791afa0cdcb08587a2013a8,6141.31,39,13.42,3.85
d566c37fa119d5e66c4e9052e83ee4ea,6124.92,65,5.83,4.72
835f0f7810c76831d6c7d24c7a646d4d,6094.03,44,18.48,3.3
d66c305afaec317ebee552073a674429,6085.7,41,10.06,4.4
f680f85bee2d253556ac91be391d2c82,6077.34,45,10.35,4.3
cc3d14116804f7209f3884f6367f1152,6060.59,27,13.04,4.67
8bb48dc19fccaa8613b6229bf7f452a2,6048.12,82,11.17,4.34
e067ad2c1c0b48758eb1b5228bcf7a68,6047.91,54,14.49,4.13
f67efa3f0b6761102a7f8c6b7b571f5d,6030.17,31,9.83,4.44
0176f73cc1195f367f7b32db1e5b3aa8,6020.11,38,13.38,4.03
9add47bf45ce8e8c7db6b9cf670b1e09,5987.28,43,12.26,4.2
916c9de0b5ad957346eeeb12f332687e,5973.78,23,8.17,4.39
f7496d659ca9fdaf323c0aae84176632,5932.51,26,12.47,4.59
acce39e832338debb07b02385cde5967,5923.66,44,7.05,4.48
8b9d6eec4a7eb7d0f9d579ce0b38324d,5916.98,49,10.04,4.06
e06f09ec0a4aca210779cf1cfc63cf19,5901.41,29,15.06,4.02
3ab971ce71839580d2ae5b4e40fe8044,5899.05,36,6.74,3.89
2ff97219cb8622eaf3cd89b7d9c09824,5866.03,89,8.79,4.54
3c7c4a49ec3c6550809089c6a2ca9370,5858.3,141,9.76,3.71
5b179e9e8cc7ab6fd113a46ca584da81,5839.14,34,12.67,3.51
30a2f535bb48308f991d0b9ad4a8c4bb,5815.36,71,8.41,4.25
b561927807645834b59ef0d16ba55a24,5807.03,85,12.52,4.34
bbad7e518d7af88a0897397ffdca1979,5800.42,69,15.28,3.04
55d3daac7c404d59e51c2aa2f4dc5a23,5790.48,21,8.79,3.93
02ecc2a19303f05e59ce133fd923fff7,5742.4,21,10.82,4.54
45d33f715e24d15a6ccf5c17b3a23e3c,5742.16,59,11.53,4.05
f789d2c4f2c2eb38fc4373e7a4b35264,5733.24,44,10.9,4.18
cac4c8e7b1ca6252d8f20b2fc1a2e4af,5722.54,75,19.9,3.53
d20b021d3efdf267a402c402a48ea64b,5715.17,90,16.66,3.64
1a932caad4f9d804097d7f8e615baed1,5701.45,20,8.81,3.57
5bffbafbb22daf6d3bfc216a46db8708,5694.2,21,8.64,4.7
582d4f8675b945722eda7c0cb61ba4c7,5683.93,59,10.59,4.11
fad44952713764836814be105382aee5,5636.88,32,10.79,4.28
2a7dc43cecabf23403078e2188437d1d,5629.62,52,12.96,4.09
ad420dd0c4f92f8af951ac24b86d0cf5,5618.4,42,14.7,4.16
11bfa66332777660bd0640ee84d47006,5608.54,76,16.17,3.78
e0878efa0e0b7e5313ac0b43bc04c081,5594.91,27,18.22,3.45
a3f0b55de503387383c7b1de3ad7f678,5577.74,24,10.48,4.38
cc5a78bbad32776dc4e3af205218368c,5573.35,33,7.64,4.47
ef990a83bbea832f36ebe81376335aa8,5557.24,43,16.85,3.66
822166ed1e47908f7cfb49946d03c726,5535.95,69,13.87,3.92
4bf2f4ee540798a61f9636d12cd9cc80,5501.01,29,13.48,4.17
d379f449f2a3b271bc01c0782020f705,5499.8,28,13.58,3.93
d673a59aac7a70d8b01e6902bf090a11,5499.56,79,13.79,3.96
834f8533b2ecb6598dd004ff3de7203a,5496.31,43,15.05,3.72
951e8cef368f09bb3f3d03c00ca4702c,5493.09,64,9.19,4.12
891071be6ba827b591264c90c2ae8a63,5454.35,92,13.21,3.7
0ef83d7d83ed97cd2a0049ac8be5f88a,5447.81,48,9.62,4.24
42b729f859728f5079499127a9c2ef37,5434.07,104,7.89,4.35
c68fb906c8f4b4b946d8386bfa6e5467,5433.61,45,11.16,4.51
8bd0f31cf0a614c658f6763bd02dea69,5423.32,33,10.12,4.21
db4350fd57ae30082dec7acbaacc17f9,5421.64,137,10.87,4.12
a3dd39f583bc80bd8c5901c95878921e,5412.16,34,12.53,4.59
4c498c7345e89aebad651544829beca0,5389.76,48,10.83,4.29
503c1de08ae81a2d86f17951b204db55,5321.9,22,13.49,4.41
6860153b69cc696d5dcfe1cdaaafcf62,5318.23,74,10.23,4.16
715bbd5ba4e6b74cb0d2f29eb45058b0,5315.88,62,11.97,4.47
beadbee30901a7f61d031b6b686095ad,5311.52,64,13.54,3.94
65febd49fd28ec955651299159b1f527,5301.14,35,7.13,4.23
eed78ac17f7f795a19a709745f00cd4e,5195.84,22,9.83,3.41
d12c926d74ceff0a90a21184466ce161,5192.82,78,8.55,4.09
99002261c568a84cce14d43fcffb43ea,5188.33,36,16.84,3.72
0509040ea3fe50071181bbc359eb7738,5183.1,89,11.38,4.5
b17b679f4f5ce2e03ce6968c62648246,5160.82,55,19.11,3.61
232a6014e7b10cba61c6c2b2ea6bb4b0,5133.27,33,13.64,4.09
f0b47fbbc6dee9aafe415a6e33051b3f,5132.19,68,10.35,4.23
6fc26fe110feebd80a433e1f012a84f9,5128.06,35,11.44,4.01
1fe5540d7c1c37a595fefbacd5570d9e,5118.75,20,12.0,4.28
8931a84a914b3fe9b1ddaa4d704947ca,5092.89,29,13.05,3.77
b90e891671cffd9557f33a97dc523645,5081.31,34,7.58,4.13
8a130737016f838139d31878787a39c9,5064.32,56,10.24,4.35
6ec1a01e866584bb679eb9b098345919,5063.76,31,14.62,4.13
bccf933e006e9b94a6184af782963e77,5047.21,45,11.58,4.53
31da954dc0855f2495c6310f70a2f931,5032.71,29,8.12,4.23
99a54764c341d5dc80b4a8fac4eba3fb,5026.26,45,7.08,3.47
15aac934c58d886785ac1b17953ea898,5019.6,25,15.58,4.12
827f8f69dfa529c561901c4f2e0f332f,5003.96,91,13.23,4.26
382229d1e840115ffe3dbf5ff460e417,4966.62,46,8.99,4.27
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,4955.92,36,12.87,3.86
fde0cc9ea29c8ccfc0a2c22256a58c71,4921.27,35,8.71,4.49
3c03b12bab54d8b37d79d914bfdb1aa0,4919.77,37,13.75,3.88
1b938a7ec6ac5061a66a3766e0e75f90,4897.83,30,11.38,4.24
b76dba6c951ab00dc4edf0a1aa88037e,4881.88,159,10.25,4.15
ec8879960bd2221d5c32f8e12f7da711,4881.38,36,16.5,4.31
55a5b51f93f2b70ea513f5a047b0262a,4849.38,39,13.73,4.49
e49c26c3edfa46d227d5121a6b6e4d37,4829.71,35,11.65,4.42
f3da5b2ff499efb8d4a6d371d175d7dd,4826.86,79,11.27,3.85
95f83f51203c626648c875dd41874c7f,4826.51,52,11.1,3.21
8f119a0aee85c0c8fc534629734e94fd,4826.45,77,9.9,4.22
6288c69c4ce638e59925e59193f98b16,4812.48,22,9.61,3.95
43f8c9950d11ecd03a0304a49e010da6,4807.22,41,11.5,4.56
520b493b57809f446cb0a233bb3e25c7,4762.87,63,7.38,4.38
cd6efc47efaabf134f8bdb654e10b4f1,4757.16,31,8.5,4.5
13d058e4eeac2ce8217660b2f8a05812,4755.88,23,11.4,4.22
f76a3b1349b6df1ee875d1f3fa4340f0,4748.98,24,17.02,3.46
3f3486b61f45078d4f31ee5e43d8c5bb,4726.57,40,13.88,4.33
81f89e42267213cb94da7ddc301651da,4721.18,46,7.64,3.54
602044f2c16190c2c6e45eb35c2e21cb,4677.44,50,15.83,2.96
1eade46fba20122dc4aefb379f8c636b,4673.71,58,12.07,4.31
8cbac7e12637ed9cffa18c7875207478,4654.35,67,13.54,4.15
bf3c6d2a28b2b5501e6c15448982dcc9,4648.15,35,10.61,4.42
2199e7fe213c16213bf5d6a7eadc9a5d,4647.78,25,11.15,4.29
6a0cbc8af2e8abd1bdfb777943d174c6,4639.42,35,15.51,4.06
3f995f07c49d0d55a99d5c54957f7d81,4627.2,43,9.59,4.21
406822777a0b9eb5c50e442dd4cd3ec5,4596.34,45,13.61,4.33
d5ba419e26d246a0719437cf37d9b46d,4581.51,34,9.78,3.82
681fce914360217db47784ae28905a96,4571.8,23,12.74,3.87
271c58a1d139c45eaf3316107c6d3a3b,4568.71,29,13.16,4.07
f4aba7c0bca51484c30ab7bdc34bcdd1,4557.5,110,10.89,3.9
e883aa812c37a7413226856f4579fe91,4554.46,26,10.0,3.9
238fac594e170b59c6d228f5a4f4f1d9,4545.52,29,12.48,3.97
3361277dc30b7cccdb0c286b24219756,4540.9,29,13.87,4.21
4559697a8f7e637227c2eeaed843baff,4474.27,42,12.94,4.05
7f152321c60a266edc53af1925ef96c1,4471.92,20,23.47,3.8
56642bcb79900e777d68e91915cb4267,4471.79,48,14.24,3.77
f00e21b1e91a79653163b7fd8f293ff1,4471.06,31,12.97,4.1
02f5837340d7eb4f653d676c7256523a,4463.88,30,9.66,4.83
66dc1b1632bd6a3e508510c5b3492107,4449.26,37,10.44,3.43
14d7985702e72162bbf13b6beb74ab2b,4441.0,37,11.15,4.34
870d0118f7a9d85960f29ad89d5d989a,4428.03,45,14.93,4.02
38e679b9e0064cd94c6f035707344dae,4418.1,28,11.19,3.93
1b8356dabde1d35e17cef975c3f82730,4413.61,56,10.26,4.08
070d165398b553f3b4b851c216b8a358,4396.75,32,11.01,3.5
3d8fa2f5b647373c8620330c4e077a9f,4390.55,43,9.32,4.1
79ed755314cfe6df0daef2c6cd3022cd,4366.66,23,9.28,4.7
edf96ef93ed595084bbcbd9224bd2894,4365.78,25,13.67,3.79
96804ea39d96eb908e7c3afdb671bb9e,4365.76,38,13.42,3.9
2745f798279e0ed033addcc1474776d7,4364.99,32,13.36,3.97
42fa4ee7240e9b8eb4576358ec142ba7,4364.47,22,6.92,4.81
3c4e0452bff7a2a788179488d3d77032,4352.52,32,13.53,3.74
ed4311e67debd72b8610a5347a743087,4342.81,25,8.01,4.48
6481e96574816ead57975da2c0f6d80d,4340.86,32,7.34,4.14
8b2492b7ff4468839593fafeed55bad9,4336.26,29,14.96,3.89
276677b5d08786d5dce7c2149dcce48b,4320.64,33,11.1,3.81
4c18691b6037662be2df78a765d98ab5,4316.51,63,9.12,3.84
2e13c71026e1a39ba5cc1b86dcb679aa,4310.21,24,10.37,4.25
e8f6dc8e6a1dcde89d20e3995c8d90b3,4308.02,36,12.73,3.35
23a0ffca143a15b9b5bbdb7d552f626a,4304.28,23,11.14,3.96
8090490573c6c0aa343a7231ebcb8c86,4298.03,26,10.09,4.19
c731d18cea9bf687ffee82a241c25b11,4272.65,24,7.65,3.96
df560393f3a51e74553ab94004ba5c87,4267.33,28,18.08,3.72
9646c3513289980f17226a2fc4720dbd,4247.32,71,12.62,4.26
5f5b43b2bffa8656e4bc6efeb13cc649,4232.65,27,14.03,4.45
994f04b3718c2bab35c2adfa8afecd2a,4221.21,49,13.49,4.28
e7d5b006eb624f13074497221eb37807,4220.42,28,10.95,3.11
643214e62b870443ccbe55ab29a4dccf,4199.78,66,9.54,4.43
5d3bb11474a06bdc23fb9e89f1164ee0,4178.82,31,9.75,3.94
3bdff180c7e1f6551a643b99c265a120,4161.86,59,10.29,4.02
71039d19d4303bf9054d69e9a9236699,4158.65,35,13.39,3.68
2d50d6282f8aa2257819a77bfaa0efe0,4151.52,44,13.76,3.64
33ac3e28642ab8bda860a2f693000e78,4151.12,34,8.66,4.23
594f9aaa48e5bf431f011ddc5669b0d5,4136.41,37,7.88,4.58
d57e18d5f73c7ccb7f7339b61166898d,4111.19,61,9.04,4.44
c0563dd588b775f2e37747ef6ad6c92c,4094.68,28,10.86,4.36
1838dd9b8977065acf51d95e0053ea7a,4075.88,64,12.56,4.24
6b90f847357d8981edd79a1eb1bf0acb,4059.73,45,5.48,4.36
f0837c8d71434931d9e38e7b79234797,4049.36,22,11.72,4.61
7f2617c58d5d06806987308b45654351,3983.27,22,12.28,3.87
dd533b429f380718b70ad9922c294bae,3970.98,41,16.81,3.73
4da0e408c99d2fdc2126dc9fce518060,3964.73,44,9.16,4.44
b1ac6ea7895bc3dd6f0f6f4abbdd2821,3964.33,40,10.18,4.27
432c37c9dfba871172ec162e20118b8c,3938.54,46,15.7,4.18
f7ccf836d21b2fb1de37564105216cc1,3910.44,70,11.04,3.82
f4db9b37944bcb8873e6b456ee190bbf,3909.94,21,13.3,4.55
a17f621c590ea0fab3d5d883e1630ec6,3901.54,65,11.66,4.09
c9aafcd0621b2207c10e32c649cada4d,3885.9,44,9.01,4.02
0c7533c71df861ec58ad7ff999ed0e8d,3863.51,61,10.6,4.08
960945e1a9535cbc0cd6ddd35fbe7ae8,3861.53,28,6.06,4.66
aae3bfea055532c57fb453ed3ec80b30,3857.17,48,12.44,3.55
3b872fd4747f01cc56206f2934198618,3843.11,25,14.42,3.89
e48b04bf1aa1ef711caebeb7aede6180,3832.73,25,10.54,4.48
5f1dc28029d2c244352a68107ec2b542,3803.46,62,9.36,4.43
c8b3445d737de6befde0c88ede534a5e,3800.79,30,11.38,3.97
244c2f1bff6afe1f2eaf9bfe9b2aed38,3794.87,23,15.37,3.81
977f9f63dd360c2a32ece2f93ad6d306,3793.85,24,12.52,3.8
a938325a4b357fd23a6a4d5bb126408e,3791.81,24,13.12,3.88
cb3dd9ce66268c7a3ca7241ac70ab58c,3725.71,50,13.81,4.17
430315b7bb4b6e4b3c978f9dfa9b0558,3704.63,20,14.36,4.0
cce6ab8d1682639fe45ab70234f1665f,3690.14,63,15.46,4.44
5c6d4016c2a288f074fa0848a2b653d2,3673.17,32,11.05,4.11
0ebd97a106433a45a4aebe57c1799778,3661.68,31,9.26,4.5
a6fe7de3d16f6149ffe280349a8535a0,3647.42,51,14.85,4.0
e89c4adbe7b1d0819dbb636e16461cf1,3636.15,24,14.79,3.88
318f287a62ab7ac10b703ac37435a231,3634.6,52,12.17,3.87
2a1348e9addc1af5aaa619b1a3679d6b,3631.4,52,27.2,3.0
b8555308bfdb4ca1ed54325a58da9a97,3630.03,26,10.29,4.07
d93919c944be9cff128f6c9cb899eacb,3624.01,33,22.92,4.0
974cf2cb8f4b7add98709c30df02fe10,3559.68,33,11.27,4.06
20d83f3ef0e6925fd74bfd59170babf7,3557.21,40,8.52,4.35
f593898ec748b7a8cb81fc04edafd98a,3541.12,20,18.03,3.48
8d79c8a04e42d722a75097ce5cbcf2ef,3535.16,27,19.57,4.46
f61c63d13f7cd800549d5acdd390ae72,3501.69,26,11.75,4.0
b335c59ab742f751a85db9c411a86739,3480.72,33,16.84,3.69
1771297ac436903d1dd6b0e9279aa505,3466.43,28,9.42,4.63
2156f2671501a81034d7d07f217609d0,3433.89,22,15.28,3.86
55f7a3319d80f7fdf078b8f03e6725fe,3420.45,22,6.78,3.77
f7720c4fa8e3aba4546301ab80ea1f1b,3418.97,60,9.92,4.2
1ce3ae5a399804d1a87e706f8a813c3e,3416.69,40,13.68,3.73
bd697db56ff8e7c9cd1abeb7f72029b2,3415.2,22,10.88,4.18
3fd1e727ba94cfe122d165e176ce7967,3394.42,37,15.64,3.82
5cbbd5a299cab112b7bf23862255e43e,3385.21,36,10.79,4.32
e99e927c81e3f51739c94fcdfca9f10f,3360.47,22,13.99,3.56
cd06602b43d8800bd0afad514919d35c,3335.33,44,11.96,3.68
31561f325664a8a7aba4c8d0c3a9b3db,3329.36,36,7.35,4.58
fd386aa7bed2af3c7035c65506c9b4a3,3316.17,69,8.33,4.36
33576ec5412fb5905d876f12f33bfde6,3287.98,31,14.65,4.13
efcd8d2104f1a05d028af7bad20d974b,3280.19,47,10.23,4.18
730937bf88cb151eb2eb849f642fc213,3277.17,22,7.13,4.42
850913d59ce317156b00f3705f1c3edb,3270.96,32,13.46,3.35
b494891378bd8f4560abe576c52deacd,3270.82,20,5.22,4.64
ede0c03645598cdfc63ca8237acbe73d,3269.87,46,18.4,3.62
df56d7b40d437f88407c5f78b63bc328,3251.5,22,12.27,3.88
4992e76a42cb3aad7a7047e0d3d7e729,3218.57,57,8.29,3.84
8ab42aa58097fd4668d60cc648225d5f,3210.39,20,11.15,4.15
6338ea67c41078a46ad99cc009654956,3210.39,37,13.2,4.61
4342d4b2ba6b161468c63a7e7cfce593,3163.31,20,15.68,1.26
0885aaf116795758dfeb5f1032487bcd,3162.32,28,5.74,4.2
157c3e4b42f81ac4a44e8b1ca2fe9876,3131.82,23,10.38,3.97
82bd0703a4aefd6b599e5bfdaed378fb,3084.84,21,12.24,3.67
b74d1c09cb380e1d03a6f859c6f4224b,3053.2,31,11.47,4.21
ccf8813e5a7d6c84d865cd38bfc2b130,3051.29,26,11.43,4.38
3504c0cb71d7fa48d967e0e4c94d59d9,3037.31,53,7.33,4.42
5a93f3ab0ef4c84ed5e1b5dbf23978bc,3035.39,39,15.05,4.73
0bb738e4d789e63e2267697c42d35a2d,3030.64,30,11.94,4.58
1d4587203296c8f4ad134dc286fa6db0,3027.54,42,9.53,4.3
f214d28e8d8e3ef068748498ccc2f813,3021.52,54,10.17,4.02
b56906f7fd1696e043f1bcce164c487b,2995.42,40,13.58,3.95
d3f39f05462b79a4562d35893a28f159,2968.77,34,12.12,3.37
cac876b37d3abcd6bd76caca30277996,2958.79,27,12.07,4.56
323ce52b5b81df2cd804b017b7f09aa7,2955.67,30,17.06,4.31
116ccb1a1604bc88e4d234a8c23f33de,2948.33,61,8.78,4.6
daeb5653dd96c1b11860f72209795012,2938.06,40,11.44,4.11
5160d23075764e18e07c1f4a87fad743,2915.42,34,9.39,4.46
1c40343cc5d18c2d8248ac2f3366de34,2839.42,21,7.4,4.55
cea729054f157f5870bdd321a958d994,2831.62,24,7.26,4.19
0ed6ce5d87fd9c69eaacaeb778d67235,2829.25,43,16.0,4.4
c013e57c075a06e5b5c48ee03c525719,2828.66,42,9.36,4.16
e9511df20ccd82658a30c37b7fb343af,2823.1,22,9.66,4.47
14a08204d03bb6b6bde8029f801ae0eb,2779.1,28,8.63,3.82
729b2d09b2a0bdab221076327f13d050,2768.66,49,12.24,4.52
f615fe7efbef0f4f08fd3086bc7a3e60,2748.96,23,7.5,4.38
0ffa40d54288e4f3499b8780dd0f144f,2746.47,33,13.46,4.4
e38db885400cd35c71dfd162f2c1dbcf,2737.55,30,12.69,4.5
6df688df543f90e9b38f4319e75a9d88,2733.56,40,8.29,4.52
78c99c6dff4eeae5be99bf635ed21e3f,2695.77,31,13.99,4.33
fb89df7f89fd1b8f03fa2acca1ba7364,2687.43,22,15.55,3.84
dc8798cbf453b7e0f98745e396cc5616,2680.7,41,13.69,3.15
cfe94489ddd337d1e29e12f2a7205d10,2672.82,20,7.77,4.13
7f7b8245c336066a1f9933c359f11d77,2630.23,38,7.92,4.56
77a515caa36327151d1cc6c32a9f00e1,2613.58,26,10.34,4.42
412a4720f3e9431b4afa1476a1acddbe,2569.16,21,10.47,4.27
b83cedfb587e7911540e3f576d6917ce,2568.75,24,10.08,4.24
3481aa57cd91f9f9d3fa1fa12d9a3bf7,2547.17,25,10.19,3.88
e6a69c4a27dfdd98ffe5aa757ad744bc,2518.94,24,10.27,3.62
bf84056e679dbe9c69929847a40e338f,2477.32,36,12.36,3.73
272f092de69afedd4d2969440b37f18f,2471.34,26,9.35,3.99
4c8b8048e33af2bf94f2eb547746a916,2458.81,23,19.07,3.11
c8467937e403e76a8ee9f0ab13f6f5ef,2442.74,30,16.68,4.13
93b9a99027bd8bd6af682aff18dd19bf,2420.11,20,11.37,4.1
5debea795b07621e1f90532e18f96145,2388.13,25,10.31,4.27
d97df38225e5abadaff1e72cb72b823c,2362.92,29,12.15,3.93
f41ce2e25237f9092cd8e6e7516c7a2f,2362.6,27,8.66,4.32
25cf099de44674fde97473224f9d59ab,2359.55,50,9.39,4.33
3586b8580d9c917874e053a1bb37b5ff,2352.35,36,14.06,4.44
7ade73f1b9b4e965f9009a4c3a7e2c15,2338.17,27,9.68,4.78
bf100ecb7997df312b285358fb32f92c,2337.01,20,9.66,4.37
4e5725ba188db8252977a4f0227bd462,2313.2,22,20.76,3.44
95ec4458365c4d11f452ccf538377619,2303.43,27,5.76,4.27
1dc2de47ee26a0a5b12dc14fd6dc0dea,2287.5,25,14.69,4.52
