customer_state,customer_city,category,orders,gmv_brl
SP,mogi das cruzes,computers_accessories,28,2883.15
PR,londrina,furniture_decor,16,2879.36
AL,maceio,sports_leisure,21,2872.7
SE,aracaju,garden_tools,11,2871.92
SP,taubate,bed_bath_table,30,2866.92
PE,recife,perfumery,19,2859.45
MT,cuiaba,watches_gifts,13,2859.44
PE,recife,housewares,25,2855.26
GO,anapolis,health_beauty,14,2853.17
SP,maua,sports_leisure,19,2848.68
RS,santa maria,housewares,15,2846.31
RJ,macae,health_beauty,18,2842.31
SP,sao caetano do sul,health_beauty,23,2842.05
SC,joinville,watches_gifts,12,2835.59
SP,bauru,bed_bath_table,24,2835.3
RJ,nilopolis,watches_gifts,13,2833.58
SP,sao jose do rio preto,toys,13,2825.55
SP,diadema,computers_accessories,10,2819.56
CE,fortaleza,electronics,26,2816.52
SP,santo andre,cool_stuff,18,2813.53
RS,canoas,watches_gifts,10,2813.16
PE,recife,baby,16,2811.79
RJ,petropolis,bed_bath_table,28,2804.0
SP,itapetininga,health_beauty,10,2802.58
SP,sao vicente,sports_leisure,14,2796.68
SP,braganca paulista,bed_bath_table,17,2795.64
MG,contagem,toys,23,2794.91
RS,santa maria,bed_bath_table,19,2794.71
MT,cuiaba,bed_bath_table,14,2791.47
MT,cuiaba,sports_leisure,23,2791.25
ES,cariacica,watches_gifts,10,2786.76
SP,carapicuiba,watches_gifts,14,2785.67
RJ,duque de caxias,cool_stuff,14,2783.77
SP,piracicaba,sports_leisure,29,2783.49
SP,itapevi,sports_leisure,17,2776.59
RS,porto alegre,consoles_games,15,2775.28
SC,blumenau,sports_leisure,18,2771.17
SP,jundiai,housewares,28,2770.42
SE,aracaju,furniture_decor,12,2769.08
SP,taboao da serra,watches_gifts,14,2767.57
SP,santana de parnaiba,health_beauty,21,2763.23
SC,sao jose,sports_leisure,14,2759.21
MA,sao luis,furniture_decor,20,2755.9
PE,recife,stationery,19,2753.92
SP,sao carlos,furniture_decor,20,2747.23
PI,teresina,bed_bath_table,10,2746.16
PB,joao pessoa,furniture_decor,15,2739.95
RJ,petropolis,watches_gifts,13,2732.09
SP,ribeirao preto,baby,15,2731.53
PR,curitiba,pet_shop,27,2729.95
SP,praia grande,housewares,19,2717.62
BA,salvador,stationery,30,2710.34
SP,suzano,housewares,20,2705.77
SP,maua,housewares,22,2703.73
GO,anapolis,sports_leisure,16,2702.86
SP,sao caetano do sul,furniture_decor,19,2701.98
MG,montes claros,garden_tools,19,2700.47
SC,joinville,computers_accessories,23,2698.85
RS,caxias do sul,bed_bath_table,18,2689.42
PA,belem,garden_tools,10,2687.5
SP,santos,pet_shop,17,2684.3
SP,taubate,watches_gifts,15,2682.41
RJ,niteroi,office_furniture,13,2681.89
ES,serra,computers_accessories,26,2680.17
RS,porto alegre,electronics,43,2679.68
RS,pelotas,furniture_decor,16,2675.53
PI,teresina,garden_tools,12,2666.74
RJ,nova iguacu,computers_accessories,27,2652.46
SP,barueri,cool_stuff,16,2651.01
PR,londrina,computers_accessories,23,2650.23
SP,americana,sports_leisure,21,2641.64
ES,vitoria,computers_accessories,27,2641.56
SP,bauru,furniture_decor,17,2636.25
RJ,niteroi,electronics,23,2633.76
GO,anapolis,watches_gifts,10,2633.48
PE,recife,pet_shop,12,2631.2
SP,paulinia,bed_bath_table,19,2630.02
DF,brasilia,consoles_games,28,2626.88
SP,suzano,bed_bath_table,24,2626.12
SP,praia grande,watches_gifts,20,2609.85
SP,sao vicente,furniture_decor,14,2608.87
MA,sao luis,perfumery,15,2607.35
AM,manaus,computers_accessories,11,2597.28
SP,taubate,auto,12,2597.12
SP,suzano,health_beauty,26,2597.11
ES,cachoeiro de itapemirim,health_beauty,10,2594.95
BA,vitoria da conquista,health_beauty,15,2594.07
MG,pouso alegre,sports_leisure,11,2588.61
MG,betim,sports_leisure,18,2588.31
RJ,niteroi,telephony,26,2586.05
MG,contagem,computers_accessories,28,2580.71
SP,santos,toys,27,2575.57
PA,belem,office_furniture,10,2570.69
PA,belem,perfumery,16,2565.38
PE,recife,garden_tools,15,2560.42
SP,taubate,furniture_decor,19,2551.37
SP,campinas,electronics,38,2550.45
SP,indaiatuba,computers_accessories,11,2542.58
GO,goiania,telephony,30,2534.51
RJ,sao goncalo,telephony,17,2527.23
PR,maringa,sports_leisure,21,2523.16
SC,joinville,furniture_decor,19,2522.03
SE,aracaju,auto,14,2521.46
SC,itajai,watches_gifts,11,2519.86
SP,campinas,fashion_bags_accessories,31,2514.58
SP,osasco,garden_tools,25,2510.74
ES,vitoria,toys,16,2507.95
RJ,volta redonda,computers_accessories,14,2503.57
SP,santo andre,stationery,20,2501.85
RJ,niteroi,fashion_bags_accessories,11,2497.49
PE,jaboatao dos guararapes,watches_gifts,11,2496.41
SP,marilia,health_beauty,14,2488.73
SP,carapicuiba,toys,17,2482.36
SP,cotia,watches_gifts,16,2482.27
SP,suzano,watches_gifts,13,2481.82
MG,divinopolis,watches_gifts,11,2472.69
SP,franca,watches_gifts,10,2458.09
RJ,teresopolis,housewares,10,2457.69
PE,olinda,health_beauty,11,2452.81
SP,mogi das cruzes,pet_shop,11,2446.19
MA,sao luis,bed_bath_table,13,2445.11
SC,joinville,bed_bath_table,22,2444.43
MG,montes claros,cool_stuff,15,2441.69
MG,barbacena,health_beauty,10,2438.94
ES,vila velha,furniture_decor,16,2434.48
RS,passo fundo,bed_bath_table,15,2433.62
SP,santo andre,garden_tools,25,2431.16
RJ,rio de janeiro,food_drink,25,2429.79
SP,valinhos,bed_bath_table,22,2426.38
SP,sao caetano do sul,housewares,21,2424.05
SP,santana de parnaiba,bed_bath_table,17,2414.01
PR,cascavel,sports_leisure,16,2409.01
PR,curitiba,consoles_games,14,2408.69
SP,sao carlos,health_beauty,21,2407.15
BA,salvador,luggage_accessories,14,2404.73
SP,santana de parnaiba,computers_accessories,15,2404.19
SP,guaruja,furniture_decor,19,2402.46
SP,sao bernardo do campo,small_appliances,10,2400.35
RJ,petropolis,sports_leisure,16,2400.34
RJ,campos dos goytacazes,housewares,19,2396.88
SP,indaiatuba,auto,17,2393.05
SP,jundiai,auto,19,2384.83
MG,itajuba,computers_accessories,15,2383.93
AL,maceio,furniture_decor,14,2380.2
SP,indaiatuba,perfumery,14,2378.81
SP,sao bernardo do campo,stationery,24,2372.19
SP,taubate,housewares,15,2370.94
SC,itajai,housewares,10,2369.43
RJ,sao goncalo,furniture_decor,22,2366.18
SP,guarulhos,luggage_accessories,16,2357.32
MG,contagem,housewares,22,2356.41
PI,teresina,cool_stuff,13,2356.05
SP,campinas,unknown,31,2351.7
RJ,mage,health_beauty,11,2350.64
SP,americana,health_beauty,16,2350.29
MG,juiz de fora,pet_shop,11,2348.31
SP,taboao da serra,health_beauty,19,2345.26
SC,florianopolis,perfumery,15,2342.37
MG,uberlandia,pet_shop,12,2337.28
RJ,petropolis,furniture_decor,16,2335.57
BA,feira de santana,computers_accessories,14,2332.57
SP,sao paulo,fashion_shoes,28,2325.88
RJ,volta redonda,furniture_decor,20,2324.13
SP,valinhos,watches_gifts,10,2323.07
DF,brasilia,audio,16,2322.44
SP,sao bernardo do campo,fashion_bags_accessories,23,2321.26
MG,uberlandia,furniture_decor,18,2321.22
MG,uberlandia,toys,16,2319.56
RJ,resende,furniture_decor,16,2318.13
SC,joinville,housewares,19,2316.87
SP,bauru,housewares,23,2313.22
SP,sorocaba,garden_tools,23,2310.22
PE,petrolina,health_beauty,10,2309.7
RJ,macae,furniture_decor,17,2308.83
SP,bauru,health_beauty,18,2304.54
SP,americana,bed_bath_table,19,2302.76
MG,governador valadares,auto,12,2301.93
SP,rio claro,sports_leisure,15,2299.69
RJ,nova friburgo,housewares,11,2299.28
SP,sao bernardo do campo,unknown,29,2294.97
RJ,duque de caxias,computers_accessories,15,2288.37
SP,taubate,computers_accessories,15,2286.65
PR,londrina,housewares,20,2284.41
SP,sumare,sports_leisure,10,2284.12
RJ,rio das ostras,bed_bath_table,14,2281.27
RS,porto alegre,home_construction,10,2278.54
RJ,teresopolis,bed_bath_table,15,2278.38
AL,maceio,computers_accessories,17,2277.44
SP,piracicaba,garden_tools,16,2274.78
SP,barueri,baby,10,2272.54
SP,sorocaba,telephony,24,2264.78
SP,praia grande,furniture_decor,19,2262.07
ES,cariacica,health_beauty,13,2259.65
SP,jandira,bed_bath_table,22,2256.08
MS,campo grande,baby,11,2254.42
SP,indaiatuba,watches_gifts,12,2252.65
SP,araraquara,sports_leisure,18,2247.45
ES,vila velha,housewares,20,2243.25
MG,ipatinga,bed_bath_table,17,2237.9
SC,joinville,cool_stuff,14,2235.89
SP,sao caetano do sul,cool_stuff,12,2235.71
MT,cuiaba,toys,14,2231.41
SP,diadema,housewares,21,2231.32
RS,porto alegre,pet_shop,15,2228.81
MT,cuiaba,cool_stuff,13,2227.69
SP,araraquara,bed_bath_table,23,2225.0
SP,maua,furniture_decor,24,2224.13
RJ,campos dos goytacazes,furniture_decor,14,2223.8
MG,uberaba,bed_bath_table,16,2219.49
SP,cotia,computers_accessories,16,2218.92
SP,suzano,sports_leisure,19,2218.57
PR,ponta grossa,sports_leisure,15,2215.42
GO,goiania,pet_shop,10,2214.36
RJ,duque de caxias,furniture_decor,17,2206.65
MG,juiz de fora,toys,16,2202.12
SP,itapevi,health_beauty,16,2200.8
SP,ribeirao preto,cool_stuff,17,2199.3
ES,vila velha,toys,18,2197.93
MS,campo grande,watches_gifts,13,2197.72
RS,canoas,housewares,17,2192.66
RJ,sao goncalo,computers_accessories,17,2187.59
SP,itapevi,bed_bath_table,15,2185.68
RS,caxias do sul,sports_leisure,15,2183.31
MG,juiz de fora,housewares,18,2182.87
SP,sao carlos,housewares,13,2181.96
SC,florianopolis,toys,15,2181.9
RJ,volta redonda,toys,10,2181.71
SP,campinas,luggage_accessories,14,2170.37
CE,fortaleza,stationery,17,2167.61
PR,maringa,health_beauty,15,2166.72
BA,feira de santana,sports_leisure,13,2166.39
SP,sao caetano do sul,perfumery,13,2165.95
MG,belo horizonte,home_confort,14,2165.4
MG,contagem,perfumery,14,2165.24
RS,porto alegre,luggage_accessories,14,2161.06
GO,anapolis,computers_accessories,11,2160.51
DF,brasilia,home_appliances,15,2151.69
ES,serra,toys,17,2141.49
RJ,sao goncalo,housewares,18,2133.93
SP,sao jose do rio preto,furniture_decor,14,2133.93
RJ,macae,sports_leisure,14,2130.95
SP,sao jose do rio preto,perfumery,12,2127.35
RJ,belford roxo,bed_bath_table,17,2127.18
RS,passo fundo,housewares,12,2125.7
PR,curitiba,unknown,26,2124.42
SP,aracatuba,sports_leisure,22,2119.24
SP,santos,perfumery,16,2112.59
MA,sao luis,fashion_bags_accessories,17,2109.23
RS,porto alegre,fashion_bags_accessories,15,2106.99
MG,sete lagoas,sports_leisure,10,2106.49
SP,franca,health_beauty,15,2104.83
MG,governador valadares,sports_leisure,11,2104.0
SP,sao jose do rio preto,garden_tools,15,2103.93
SP,paulinia,computers_accessories,15,2098.71
MG,betim,bed_bath_table,18,2093.21
ES,serra,garden_tools,13,2090.29
SP,cotia,furniture_decor,17,2086.05
RS,rio grande,furniture_decor,10,2084.68
SP,mogi das cruzes,toys,18,2076.97
SP,carapicuiba,sports_leisure,20,2072.68
MG,ipatinga,housewares,17,2070.74
RJ,macae,cool_stuff,15,2067.25
SC,blumenau,bed_bath_table,13,2066.61
ES,serra,bed_bath_table,19,2065.48
ES,vila velha,health_beauty,22,2064.28
SP,atibaia,bed_bath_table,19,2059.98
MG,uberlandia,computers_accessories,20,2059.93
SP,sao jose dos campos,baby,17,2056.47
SP,americana,computers_accessories,15,2053.21
SP,hortolandia,watches_gifts,12,2052.69
PA,belem,telephony,23,2052.38
AM,manaus,health_beauty,13,2051.5
PI,teresina,telephony,19,2050.97
RJ,barra mansa,health_beauty,15,2048.05
SP,mogi-guacu,health_beauty,11,2042.8
MT,cuiaba,housewares,13,2042.79
SC,criciuma,bed_bath_table,11,2042.66
SP,marilia,bed_bath_table,20,2041.69
SP,hortolandia,health_beauty,14,2041.24
SP,jundiai,consoles_games,11,2040.53
SP,sumare,health_beauty,15,2039.77
RS,santa maria,computers_accessories,15,2039.05
SP,valinhos,computers_accessories,17,2036.93
SP,taboao da serra,furniture_decor,18,2036.54
SP,jacarei,furniture_decor,20,2033.56
RJ,niteroi,small_appliances,11,2031.05
PR,foz do iguacu,sports_leisure,12,2029.43
PE,olinda,sports_leisure,14,2029.28
SP,guarulhos,pet_shop,17,2027.23
SP,guaruja,sports_leisure,23,2022.02
SP,praia grande,computers_accessories,19,2021.34
MG,ipatinga,sports_leisure,16,2020.82
RJ,rio de janeiro,industry_commerce_and_business,10,2017.47
ES,serra,cool_stuff,11,2016.72
MG,sete lagoas,bed_bath_table,13,2014.97
RJ,duque de caxias,sports_leisure,12,2012.76
RJ,nova iguacu,toys,11,2011.31
SP,carapicuiba,health_beauty,23,2010.98
RJ,cabo frio,bed_bath_table,17,2008.91
MG,governador valadares,housewares,15,2002.78
SC,blumenau,furniture_decor,11,2002.38
SP,maua,perfumery,11,2001.15
RJ,rio de janeiro,food,22,2000.51
MG,uberlandia,luggage_accessories,15,2000.49
CE,fortaleza,baby,11,1991.94
SP,sao jose dos campos,telephony,31,1991.04
CE,fortaleza,unknown,13,1990.52
MG,caratinga,bed_bath_table,11,1984.07
PA,belem,electronics,15,1981.77
MG,governador valadares,computers_accessories,14,1981.13
MG,paracatu,bed_bath_table,11,1977.04
SP,sorocaba,toys,24,1970.46
MG,juiz de fora,auto,12,1965.8
SP,taboao da serra,computers_accessories,19,1962.33
ES,serra,auto,11,1957.9
SC,chapeco,computers_accessories,13,1953.87
RS,santa maria,furniture_decor,14,1947.29
AM,manaus,watches_gifts,10,1944.31
SP,santo andre,pet_shop,17,1941.38
SP,itaquaquecetuba,watches_gifts,13,1939.43
SC,sao jose,housewares,11,1936.49
RS,pelotas,garden_tools,14,1934.87
RJ,sao joao de meriti,computers_accessories,14,1934.2
MA,sao luis,housewares,11,1928.45
RJ,rio de janeiro,art,17,1920.86
PR,ponta grossa,health_beauty,14,1901.85
SC,sao jose,health_beauty,14,1897.81
SP,braganca paulista,health_beauty,19,1896.94
SP,sao jose do rio preto,computers_accessories,20,1896.1
SP,itaquaquecetuba,health_beauty,20,1893.88
SC,blumenau,computers_accessories,11,1882.14
PR,cascavel,cool_stuff,14,1881.62
MG,araguari,health_beauty,11,1881.44
AL,maceio,perfumery,10,1880.47
SP,santos,luggage_accessories,10,1873.43
MG,contagem,garden_tools,17,1871.5
RJ,cabo frio,sports_leisure,10,1866.39
AL,maceio,telephony,13,1864.64
MG,ribeirao das neves,health_beauty,10,1863.19
RS,caxias do sul,health_beauty,17,1862.51
ES,serra,health_beauty,13,1858.64
RJ,nova friburgo,toys,13,1856.81
RJ,rio de janeiro,books_general_interest,26,1856.34
MG,pouso alegre,bed_bath_table,13,1855.36
ES,serra,furniture_decor,17,1855.08
SP,sorocaba,stationery,18,1854.61
SE,aracaju,sports_leisure,19,1847.15
SP,jacarei,health_beauty,18,1846.82
MG,pouso alegre,baby,10,1846.08
SP,jundiai,unknown,18,1843.68
SP,hortolandia,bed_bath_table,16,1841.26
SP,cotia,sports_leisure,16,1841.0
MG,betim,computers_accessories,14,1840.08
SP,marilia,housewares,16,1834.84
RS,canoas,stationery,12,1833.41
CE,fortaleza,fashion_bags_accessories,14,1833.04
RJ,duque de caxias,auto,10,1831.98
PR,cascavel,health_beauty,15,1828.76
SC,palhoca,sports_leisure,13,1819.62
SP,americana,housewares,15,1816.97
SP,carapicuiba,auto,17,1814.59
RS,canoas,garden_tools,10,1814.54
MG,extrema,bed_bath_table,10,1812.22
RS,rio grande,bed_bath_table,14,1809.27
SP,osasco,stationery,19,1808.61
SP,praia grande,auto,13,1804.01
RJ,rio de janeiro,construction_tools_safety,11,1802.69
RJ,barra mansa,bed_bath_table,17,1801.44
ES,cariacica,furniture_decor,10,1795.51
SP,bauru,toys,15,1795.35
RN,natal,housewares,14,1793.39
PR,foz do iguacu,bed_bath_table,13,1793.26
PB,joao pessoa,stationery,11,1792.4
SP,campinas,home_confort,10,1791.62
RS,novo hamburgo,sports_leisure,12,1789.75
ES,vitoria,electronics,18,1785.18
SP,carapicuiba,furniture_decor,15,1778.57
SP,guaruja,housewares,13,1772.02
SP,jacarei,housewares,13,1769.97
RJ,campos dos goytacazes,garden_tools,13,1769.77
SC,florianopolis,telephony,14,1765.43
RJ,duque de caxias,health_beauty,18,1763.45
SP,diadema,furniture_decor,16,1763.07
SC,balneario camboriu,furniture_decor,11,1762.57
ES,vitoria,auto,10,1760.02
SP,sao jose do rio preto,cool_stuff,12,1758.87
SP,sao bernardo do campo,pet_shop,13,1756.51
SP,guarulhos,unknown,27,1751.98
SP,guaruja,computers_accessories,10,1748.58
SE,aracaju,watches_gifts,11,1744.79
SP,indaiatuba,housewares,16,1737.83
RJ,niteroi,pet_shop,10,1734.67
AM,manaus,sports_leisure,12,1732.14
TO,palmas,watches_gifts,10,1729.18
MG,patos de minas,bed_bath_table,12,1724.04
RS,caxias do sul,cool_stuff,11,1723.85
SP,lorena,sports_leisure,15,1722.83
SP,presidente prudente,sports_leisure,12,1722.52
SC,florianopolis,stationery,13,1718.64
SP,franco da rocha,bed_bath_table,15,1718.64
SP,jau,health_beauty,14,1717.76
SP,francisco morato,bed_bath_table,12,1714.59
MG,barbacena,bed_bath_table,12,1705.78
MG,uberlandia,cool_stuff,10,1703.58
SC,blumenau,health_beauty,14,1702.39
MT,cuiaba,telephony,16,1700.54
SP,sao paulo,fashion_male_clothing,18,1700.53
RJ,campos dos goytacazes,perfumery,11,1692.84
MG,uberaba,cool_stuff,12,1690.77
PR,londrina,sports_leisure,16,1690.49
SP,botucatu,bed_bath_table,17,1688.78
RN,natal,computers_accessories,10,1677.53
SP,jacarei,bed_bath_table,14,1673.63
RS,pelotas,watches_gifts,13,1673.4
SP,franca,computers_accessories,12,1672.74
ES,guarapari,bed_bath_table,12,1672.18
SP,botucatu,computers_accessories,10,1671.9
ES,colatina,health_beauty,10,1668.5
SC,sao jose,bed_bath_table,13,1667.99
SP,atibaia,health_beauty,10,1664.6
ES,vitoria,perfumery,11,1663.83
SP,barueri,garden_tools,15,1660.84
PE,jaboatao dos guararapes,computers_accessories,10,1659.78
SP,embu das artes,auto,12,1657.0
RJ,nova iguacu,electronics,18,1656.63
SP,itu,bed_bath_table,16,1655.47
MG,ribeirao das neves,bed_bath_table,16,1653.3
ES,cachoeiro de itapemirim,bed_bath_table,12,1652.47
ES,vitoria,cool_stuff,10,1652.05
RJ,nova friburgo,sports_leisure,11,1648.28
SC,chapeco,furniture_decor,13,1647.59
SP,barueri,auto,19,1647.26
SP,presidente prudente,health_beauty,11,1646.19
MG,contagem,pet_shop,14,1643.74
RJ,macae,telephony,10,1642.88
RS,canoas,bed_bath_table,16,1642.57
SP,sumare,furniture_decor,16,1641.56
MG,pouso alegre,computers_accessories,11,1634.04
RJ,niteroi,construction_tools_construction,10,1633.58
SP,embu das artes,cool_stuff,11,1633.43
SP,carapicuiba,perfumery,11,1629.97
MG,montes claros,bed_bath_table,10,1628.89
SP,paulinia,furniture_decor,11,1624.65
SP,santana de parnaiba,housewares,16,1620.36
MG,vicosa,bed_bath_table,11,1618.36
SP,carapicuiba,cool_stuff,11,1618.26
SP,diadema,cool_stuff,11,1617.08
SP,americana,toys,11,1612.82
SP,sao vicente,health_beauty,12,1612.17
RN,natal,furniture_decor,13,1612.12
RJ,nova iguacu,stationery,10,1609.2
SP,presidente prudente,computers_accessories,11,1603.1
ES,vila velha,auto,13,1602.51
MG,betim,auto,13,1601.94
SP,barueri,perfumery,13,1597.93
PB,joao pessoa,bed_bath_table,11,1596.81
PR,curitiba,luggage_accessories,12,1596.15
MG,belo horizonte,audio,11,1595.68
SP,jaguariuna,bed_bath_table,11,1591.87
DF,brasilia,books_general_interest,17,1591.07
SP,praia grande,garden_tools,10,1589.47
SP,sao paulo,books_imported,20,1588.21
RS,porto alegre,home_appliances,11,1587.61
SP,sao joao da boa vista,bed_bath_table,10,1587.48
RJ,teresopolis,furniture_decor,11,1587.38
SP,maua,computers_accessories,17,1583.58
SP,sorocaba,consoles_games,11,1582.65
PI,teresina,electronics,13,1582.15
RS,rio grande,sports_leisure,11,1581.53
RS,novo hamburgo,furniture_decor,13,1580.02
MS,campo grande,pet_shop,10,1579.64
SP,paulinia,health_beauty,10,1577.54
SP,maua,telephony,13,1572.43
SP,sao caetano do sul,watches_gifts,12,1571.29
SP,limeira,furniture_decor,18,1571.09
SP,peruibe,bed_bath_table,10,1569.74
MG,patos de minas,health_beauty,14,1560.73
SP,taubate,sports_leisure,13,1559.07
RJ,nilopolis,bed_bath_table,14,1558.68
SP,carapicuiba,computers_accessories,16,1554.11
RJ,volta redonda,sports_leisure,13,1548.42
PB,joao pessoa,housewares,10,1546.41
MG,sete lagoas,computers_accessories,12,1540.27
PE,recife,fashion_bags_accessories,13,1539.05
GO,goiania,stationery,12,1533.05
PR,sao jose dos pinhais,toys,10,1530.18
SC,palhoca,furniture_decor,11,1526.33
MG,uberlandia,garden_tools,11,1526.16
RS,passo fundo,computers_accessories,11,1524.41
MG,juiz de fora,telephony,21,1523.12
SP,piracicaba,cool_stuff,11,1519.62
SP,carapicuiba,baby,11,1516.97
MG,contagem,cool_stuff,11,1516.58
SP,itatiba,housewares,11,1511.6
RJ,rio de janeiro,market_place,16,1510.19
RS,pelotas,health_beauty,16,1507.71
GO,aparecida de goiania,bed_bath_table,11,1506.04
SP,mogi-guacu,bed_bath_table,12,1504.83
SP,cotia,perfumery,11,1503.01
MG,pocos de caldas,computers_accessories,11,1502.72
SP,rio claro,furniture_decor,12,1500.77
SP,diadema,perfumery,16,1498.22
SP,marilia,computers_accessories,11,1496.76
SP,birigui,health_beauty,10,1495.71
RJ,duque de caxias,housewares,13,1495.61
SP,santo andre,fashion_bags_accessories,20,1495.24
RS,santa maria,garden_tools,11,1492.8
SP,sao bernardo do campo,consoles_games,14,1490.09
ES,cariacica,bed_bath_table,11,1486.35
RJ,volta redonda,housewares,13,1486.26
MA,sao luis,toys,10,1485.88
SP,mogi das cruzes,perfumery,11,1485.78
SP,sao paulo,fashion_underwear_beach,19,1481.3
SP,itaquaquecetuba,bed_bath_table,14,1478.49
RJ,macae,housewares,11,1478.31
RJ,campos dos goytacazes,cool_stuff,10,1476.98
RS,novo hamburgo,health_beauty,10,1476.95
ES,vila velha,garden_tools,14,1476.94
MG,uberlandia,baby,11,1474.26
SC,itajai,health_beauty,12,1472.16
SP,jacarei,cool_stuff,10,1469.23
SC,itajai,furniture_decor,11,1467.65
SP,guarulhos,electronics,25,1466.03
SC,joinville,sports_leisure,15,1465.08
SP,carapicuiba,housewares,22,1463.53
MG,pocos de caldas,housewares,10,1459.33
SC,sao jose,computers_accessories,14,1456.47
RJ,rio de janeiro,signaling_and_security,10,1450.18
MA,sao luis,stationery,11,1449.89
SP,osasco,pet_shop,13,1448.75
RJ,rio de janeiro,books_technical,18,1447.2
SP,santo andre,consoles_games,11,1446.27
ES,vila velha,stationery,10,1441.65
SP,jacarei,toys,13,1441.44
MG,nova lima,computers_accessories,10,1440.37
SP,varzea paulista,bed_bath_table,11,1436.67
ES,cariacica,computers_accessories,12,1436.23
SP,sao bernardo do campo,luggage_accessories,10,1434.24
MG,montes claros,computers_accessories,10,1433.96
SC,blumenau,watches_gifts,10,1428.73
BA,salvador,consoles_games,10,1427.73
SP,guarulhos,consoles_games,16,1423.83
SP,santa barbara d'oeste,bed_bath_table,11,1423.45
SP,taboao da serra,toys,13,1421.62
SP,jundiai,stationery,13,1413.57
SC,blumenau,baby,12,1412.65
SP,osasco,telephony,17,1408.08
SP,sao jose dos campos,electronics,17,1400.08
SP,valinhos,sports_leisure,14,1398.76
SP,suzano,perfumery,10,1398.19
SP,sao jose dos campos,unknown,17,1391.26
SP,sao carlos,toys,12,1389.42
RN,natal,toys,12,1388.68
PR,sao jose dos pinhais,furniture_decor,14,1387.14
SP,vinhedo,sports_leisure,10,1383.61
PR,sao jose dos pinhais,bed_bath_table,11,1382.09
RJ,volta redonda,health_beauty,13,1381.53
SP,taboao da serra,perfumery,11,1375.01
SP,jacarei,auto,10,1372.74
SP,santa barbara d'oeste,computers_accessories,10,1370.17
RS,canoas,computers_accessories,11,1364.04
MG,juiz de fora,baby,13,1363.01
RJ,resende,bed_bath_table,11,1362.18
SC,florianopolis,fashion_bags_accessories,10,1360.21
RJ,mage,bed_bath_table,13,1358.21
SP,suzano,computers_accessories,14,1357.37
SP,caieiras,bed_bath_table,14,1356.79
MG,contagem,fashion_bags_accessories,12,1356.34
RS,caxias do sul,housewares,13,1353.42
MG,ituiutaba,computers_accessories,11,1351.55
SP,valinhos,housewares,12,1345.76
SP,franco da rocha,furniture_decor,14,1345.57
AL,maceio,bed_bath_table,11,1344.94
RJ,nova friburgo,computers_accessories,13,1343.84
SP,pindamonhangaba,health_beauty,14,1343.25
RJ,duque de caxias,toys,10,1340.88
PA,belem,fashion_bags_accessories,11,1338.68
SP,sao vicente,auto,12,1334.85
SP,sao caetano do sul,toys,12,1333.48
SP,carapicuiba,garden_tools,11,1332.77
SP,limeira,housewares,14,1331.42
SP,itanhaem,sports_leisure,10,1330.77
DF,brasilia,construction_tools_construction,10,1327.74
MG,uberlandia,auto,10,1326.05
RJ,marica,sports_leisure,10,1325.0
RJ,nova iguacu,perfumery,11,1318.67
SP,cubatao,health_beauty,12,1311.44
BA,feira de santana,toys,15,1310.44
ES,serra,telephony,15,1307.53
SP,sao paulo,cine_photo,14,1307.34
PR,londrina,garden_tools,10,1305.98
SP,ribeirao preto,pet_shop,11,1305.7
RJ,nova iguacu,telephony,12,1305.51
GO,aparecida de goiania,furniture_decor,10,1305.05
SP,osasco,fashion_bags_accessories,18,1303.54
PR,maringa,cool_stuff,10,1297.72
RJ,campos dos goytacazes,sports_leisure,10,1297.67
SP,cajamar,bed_bath_table,10,1295.37
SC,blumenau,housewares,14,1295.22
PE,recife,electronics,16,1293.36
MG,ipatinga,furniture_decor,11,1291.5
MG,pouso alegre,housewares,11,1289.92
SP,sao caetano do sul,auto,13,1286.54
SP,barueri,telephony,17,1279.28
SC,florianopolis,unknown,16,1278.89
RJ,marica,health_beauty,14,1272.94
SP,diadema,sports_leisure,16,1266.3
SC,sao jose,furniture_decor,13,1265.47
RJ,petropolis,health_beauty,13,1264.52
ES,serra,electronics,13,1262.75
RJ,resende,sports_leisure,10,1261.86
SP,rio claro,computers_accessories,10,1260.38
SP,itatiba,sports_leisure,12,1260.1
RJ,volta redonda,unknown,12,1259.72
RS,pelotas,computers_accessories,13,1256.61
SP,indaiatuba,toys,10,1254.25
SP,sao jose dos campos,stationery,14,1250.85
RJ,belford roxo,health_beauty,10,1248.31
SC,florianopolis,electronics,14,1238.99
SP,praia grande,perfumery,12,1238.29
SP,piracicaba,toys,10,1238.21
SP,ribeirao preto,fashion_bags_accessories,10,1237.34
SP,taboao da serra,telephony,11,1236.95
PR,sao jose dos pinhais,sports_leisure,10,1236.32
SP,embu das artes,computers_accessories,12,1235.62
PA,belem,toys,10,1235.38
SP,americana,furniture_decor,11,1234.46
SP,sao carlos,perfumery,11,1228.96
RJ,araruama,bed_bath_table,12,1228.93
MG,itajuba,bed_bath_table,10,1227.76
SP,marilia,furniture_decor,10,1225.47
RS,santa maria,sports_leisure,13,1224.47
RJ,marica,housewares,11,1222.64
RJ,angra dos reis,bed_bath_table,10,1221.43
RJ,duque de caxias,baby,11,1220.13
SP,francisco morato,watches_gifts,10,1219.9
RJ,nova iguacu,housewares,12,1219.16
SP,aracatuba,bed_bath_table,10,1217.9
SP,cotia,toys,10,1216.02
MG,contagem,baby,13,1215.94
SP,franca,auto,10,1214.05
